,buying price,maintanence price,doors,capacity (persons),luggage boot size,estimated safety,class_pred,class
87,2,0,4,2,0,0,1,1
88,0,1,2,4,1,1,0,0
89,2,2,3,4,2,2,1,1
90,1,0,5,4,0,1,0,0
91,0,0,2,2,1,1,0,0
92,0,3,3,2,2,1,2,2
93,2,3,5,4,2,1,0,0
94,0,3,5,4,2,2,0,2
95,2,1,2,2,0,2,1,1
96,2,1,3,2,1,1,1,1
97,3,2,3,2,0,1,1,1
98,1,1,3,4,1,0,2,2
99,1,3,2,4,2,1,0,2
100,3,3,2,2,0,0,1,1
101,0,3,2,2,0,2,1,1
102,0,3,4,2,0,1,1,1
103,3,3,3,4,2,0,0,0
104,0,3,4,2,2,2,2,2
105,1,2,4,2,0,1,1,1
106,1,2,2,4,2,1,0,0
107,1,2,5,4,0,0,2,2
108,1,2,3,4,1,1,2,2
109,0,0,5,4,2,0,0,0
110,2,3,5,4,0,0,2,2
111,2,1,3,2,2,0,1,1
112,2,0,2,4,1,2,0,0
113,1,2,5,2,0,2,1,1
114,1,3,4,2,1,0,1,1
115,0,1,2,2,0,1,1,1
116,1,3,2,4,2,2,0,0
117,1,1,4,4,1,0,2,2
118,2,3,4,4,2,1,0,0
119,0,2,2,2,0,0,0,0
120,1,2,4,4,2,0,0,2
121,0,3,2,4,0,2,2,2
122,3,2,3,4,1,2,2,2
123,1,0,5,4,2,2,1,1
124,1,1,5,2,0,0,1,1
125,3,2,3,2,1,1,1,1
126,3,0,3,2,1,0,1,1
127,2,3,3,2,1,1,1,1
128,0,3,4,4,1,1,2,2
129,1,1,2,2,2,1,2,2
130,0,0,3,2,0,2,0,0
131,1,1,5,2,1,2,1,1
132,3,2,5,4,0,2,2,2
133,2,1,2,2,1,2,1,1
134,0,1,3,4,2,1,0,0
135,0,0,2,2,1,2,0,0
136,0,1,4,2,0,0,0,0
137,0,3,3,2,1,0,0,0
138,3,3,2,4,2,2,1,1
139,2,2,3,2,2,0,1,1
140,2,0,4,4,0,2,0,0
141,1,0,3,4,1,1,0,0
142,3,0,5,4,0,2,2,2
143,2,3,4,5,0,2,2,1
144,0,2,2,4,2,1,0,2
145,3,1,3,2,1,0,1,1
146,3,1,2,2,0,2,1,1
147,0,1,3,2,1,0,0,0
148,0,1,4,2,2,0,0,0
149,2,1,3,4,0,0,2,2
150,0,0,4,2,2,0,0,0
151,0,1,5,4,0,1,0,0
152,1,0,3,4,2,2,1,1
153,2,1,4,2,0,1,1,1
154,0,3,4,5,2,0,2,2
155,3,2,4,4,2,1,1,1
156,3,1,2,4,2,2,1,1
157,0,0,3,4,1,2,0,1
158,0,1,4,5,1,1,0,0
159,3,0,4,4,1,1,2,2
160,0,3,5,4,0,0,2,2
161,3,1,2,4,1,1,2,2
162,0,1,3,2,2,0,0,0
163,0,0,5,4,0,1,0,1
164,0,2,2,4,2,2,0,0
165,0,0,5,2,0,0,0,0
166,3,0,4,4,1,0,2,2
167,2,2,2,4,2,2,1,1
168,2,0,4,4,0,2,0,0
169,3,1,2,2,1,2,1,1
170,0,3,5,4,2,0,2,2
171,1,3,4,4,2,1,0,2
172,0,0,4,4,2,0,0,0
173,1,0,4,4,2,0,1,1
174,3,0,3,4,2,0,1,1
175,2,0,4,2,1,2,1,1
176,1,1,5,4,2,0,0,0
177,2,1,5,4,1,2,2,2
178,0,2,4,5,2,2,0,0
179,2,3,2,2,1,1,1,1
180,0,1,4,4,2,1,0,0
181,0,1,2,4,0,1,0,0
182,3,0,2,2,2,0,1,1
183,2,0,2,2,1,1,1,1
184,3,1,5,2,0,1,1,1
185,2,1,4,2,0,2,1,1
186,2,3,4,2,0,0,1,1
187,1,3,5,2,0,2,1,1
188,2,2,2,4,2,0,0,0
189,2,2,2,2,0,0,1,1
190,1,0,4,4,1,1,0,0
191,0,1,5,2,0,0,0,0
192,2,1,2,4,1,2,2,2
193,0,1,3,2,0,0,0,0
194,1,1,4,4,2,2,1,1
195,0,0,2,4,2,1,0,1
196,1,3,5,4,2,2,0,0
197,1,0,4,4,0,1,0,0
198,1,3,3,4,2,2,0,0
199,0,1,2,4,0,1,0,0
200,1,0,4,4,2,1,1,1
201,1,3,4,4,2,0,0,2
202,1,1,4,4,0,2,0,0
203,0,0,3,2,0,0,0,0
204,1,2,5,4,1,0,2,2
205,0,2,5,2,0,0,0,0
206,1,3,2,2,0,1,1,1
207,2,3,5,4,0,2,2,2
208,0,1,5,2,0,2,1,1
209,1,0,3,2,1,0,1,1
210,0,2,2,4,1,2,0,0
211,3,3,4,4,2,0,0,0
212,3,0,3,2,1,1,1,1
213,2,2,5,4,1,0,2,2
214,0,1,5,4,2,1,0,0
215,0,2,2,2,1,2,1,1
216,0,1,5,4,0,1,0,0
217,0,2,5,2,2,2,0,2
218,1,2,2,4,0,0,2,2
219,1,3,4,2,1,2,1,1
220,1,1,4,4,0,1,2,2
221,0,0,5,2,0,2,0,0
222,1,3,3,2,0,1,1,1
223,1,3,5,2,0,0,1,1
224,1,2,4,5,1,1,2,0
225,0,2,2,2,2,0,0,0
226,0,1,3,2,1,0,0,0
227,3,3,5,2,1,1,1,1
228,2,2,5,2,1,0,1,1
229,2,1,2,2,0,0,1,1
230,1,2,4,5,2,0,0,2
231,3,3,5,4,2,0,0,0
232,0,2,5,4,1,2,0,0
233,0,3,4,4,1,2,2,2
234,0,2,3,4,1,2,0,0
235,0,2,2,4,0,2,0,0
236,2,1,3,4,1,2,2,2
237,1,1,2,2,1,2,1,1
238,2,2,3,2,0,0,1,1
239,1,0,5,2,0,2,1,1
240,1,2,4,4,2,2,0,1
241,2,2,5,2,1,2,1,1
242,1,1,3,2,1,0,1,1
243,1,0,5,4,0,1,0,0
244,2,2,4,2,2,0,1,1
245,2,0,4,5,2,2,1,1
246,2,0,5,4,1,2,0,0
247,3,2,5,4,0,1,2,2
248,0,1,3,4,2,2,0,1
249,1,1,5,4,0,2,0,0
250,1,0,2,2,1,1,1,1
251,1,0,4,2,0,1,1,1
252,0,0,5,2,1,2,0,0
253,1,0,5,4,1,1,0,0
254,0,2,4,4,2,1,0,2
255,0,0,3,4,2,1,0,1
256,0,2,3,4,1,2,0,0
257,0,2,3,4,2,0,0,2
258,0,1,4,2,2,0,0,0
259,1,0,2,2,0,2,1,1
260,2,2,4,5,2,2,1,1
261,0,0,2,2,2,0,0,0
262,0,0,2,2,0,0,0,0
263,0,2,5,4,0,0,2,2
264,1,2,5,4,1,1,2,2
265,2,3,3,2,0,1,1,1
266,3,3,3,2,0,0,1,1
267,3,3,4,4,2,1,0,1
268,0,0,5,4,2,0,0,0
269,1,3,2,4,2,0,0,2
270,0,2,4,2,1,1,1,1
271,1,0,2,4,1,1,0,0
272,0,0,5,4,0,0,0,0
273,3,0,2,2,1,1,1,1
274,1,0,4,2,2,2,1,2
275,0,2,4,2,2,0,0,0
276,3,1,4,2,1,2,1,1
277,3,0,5,2,0,1,1,1
278,3,0,2,4,0,2,2,2
279,1,3,4,4,1,1,2,2
280,2,2,3,4,2,0,0,0
281,3,2,2,4,1,2,2,2
282,0,1,5,4,1,2,0,1
283,1,0,5,2,1,1,1,1
284,1,1,5,4,0,1,2,2
285,0,2,4,4,0,2,0,0
286,1,2,2,4,0,1,2,2
287,2,3,2,4,2,1,0,0
288,1,0,3,4,1,1,0,0
289,0,0,5,4,1,0,0,0
290,0,2,3,2,1,0,0,0
291,0,3,5,4,1,1,2,2
292,1,2,3,4,0,1,2,2
293,0,1,5,4,2,1,0,0
294,2,0,3,4,2,1,1,1
295,0,0,3,2,0,2,0,0
296,0,0,3,2,2,0,0,0
297,3,2,2,4,0,2,2,2
298,2,0,2,4,1,0,2,2
299,1,3,4,4,2,2,0,0
300,0,1,4,2,1,1,1,1
301,2,3,4,4,2,1,0,0
302,3,2,5,2,0,2,1,1
303,1,2,2,2,2,1,2,2
304,0,0,2,2,1,1,0,0
305,0,3,5,2,1,2,1,1
306,2,1,4,5,0,2,1,1
307,2,2,4,4,2,0,0,0
308,2,0,2,2,0,2,1,1
309,2,1,5,4,2,2,1,1
310,3,1,5,4,0,1,2,2
311,3,0,2,2,0,2,1,1
312,3,0,5,2,1,1,1,1
313,2,3,3,4,2,1,0,0
314,3,3,4,4,2,0,0,0
315,0,1,3,4,2,1,0,0
316,0,0,5,2,1,2,0,0
317,1,1,4,5,2,2,1,1
318,0,2,2,2,1,0,0,0
319,3,1,5,2,1,2,1,1
320,1,0,2,2,1,0,1,1
321,2,3,4,4,2,1,0,0
322,0,0,2,2,1,2,0,0
323,3,0,5,2,1,0,1,1
324,2,1,4,4,1,2,2,2
325,2,3,2,4,1,1,2,2
326,0,2,5,2,1,0,0,0
327,0,0,5,4,0,0,0,0
328,3,2,4,2,1,1,1,1
329,0,0,3,2,0,2,0,0
330,0,0,5,2,0,0,0,0
331,1,0,4,4,0,1,0,0
332,3,2,3,2,2,1,2,2
333,1,1,5,2,2,2,2,2
334,0,1,2,4,2,2,0,1
335,0,2,3,4,0,2,0,0
336,2,1,3,4,1,1,2,2
337,3,0,3,4,2,2,1,1
338,0,1,4,4,1,1,0,0
339,0,2,4,4,1,2,0,0
340,3,0,4,4,1,2,2,2
341,2,0,4,4,2,1,1,1
342,0,3,2,2,0,0,0,0
343,1,1,4,4,0,0,2,2
344,1,1,2,4,0,1,2,2
345,1,1,5,4,2,1,0,1
346,3,3,5,2,2,0,1,1
347,2,2,4,4,1,0,2,2
348,1,0,4,5,1,2,1,1
349,0,0,2,4,0,0,0,0
350,3,0,3,4,1,1,2,2
351,1,3,2,2,1,1,1,1
352,3,3,2,4,0,2,2,2
353,3,0,5,4,2,2,1,1
354,1,0,4,4,0,1,0,0
355,3,0,2,4,1,1,2,2
356,1,2,5,4,2,2,0,1
357,3,1,4,2,1,1,1,1
358,2,1,5,4,1,1,2,2
359,2,3,5,2,0,0,1,1
360,0,3,4,2,1,0,0,0
361,3,3,4,2,0,2,1,1
362,0,1,2,4,2,1,0,0
363,0,2,4,4,0,1,0,2
364,0,1,2,4,0,2,0,1
365,3,3,3,2,1,2,1,1
366,2,2,5,2,2,0,1,1
367,3,0,2,4,2,1,1,1
368,2,1,4,2,1,2,1,1
369,1,1,5,4,2,2,1,1
370,1,0,5,4,1,2,0,1
371,0,1,2,4,1,1,0,0
372,1,0,3,2,0,1,1,1
373,1,0,2,4,1,1,0,0
374,1,2,2,2,1,1,1,1
375,3,0,4,2,0,2,1,1
376,0,0,4,4,0,2,0,1
377,1,0,5,2,1,2,1,1
378,3,3,4,2,1,0,1,1
379,0,1,3,4,1,1,0,0
380,0,1,4,4,0,0,0,2
381,0,1,5,4,1,1,0,0
382,1,2,4,2,1,2,1,1
383,3,0,4,4,0,2,2,2
384,3,3,2,2,1,0,1,1
385,0,1,4,4,0,1,0,0
386,3,0,5,4,0,0,2,2
387,1,1,2,4,2,1,0,1
388,1,0,2,4,1,2,0,1
389,0,2,2,2,1,0,0,0
390,2,1,4,5,2,0,1,1
391,0,0,5,4,1,1,0,1
392,0,1,3,4,1,1,0,0
393,0,2,3,2,2,0,0,0
394,3,1,5,2,0,2,1,1
395,3,1,5,2,1,0,1,1
396,3,3,3,2,0,2,1,1
397,0,3,5,4,1,0,2,2
398,3,3,5,4,0,0,2,2
399,2,0,5,2,1,2,1,1
400,2,3,5,4,1,0,2,2
401,0,2,5,2,0,0,0,0
402,2,1,2,4,0,1,2,2
403,0,1,2,4,1,2,0,1
404,2,1,3,2,2,2,2,2
405,3,2,4,4,1,2,2,2
406,0,0,5,4,1,2,0,1
407,0,2,4,4,0,0,2,2
408,1,2,2,2,0,2,1,1
409,0,2,5,4,1,0,2,2
410,1,3,5,4,2,2,0,0
411,3,3,3,4,2,1,1,1
412,3,0,3,2,0,2,1,1
413,0,1,4,2,2,0,0,0
414,3,1,3,4,1,0,2,2
415,0,1,3,2,2,0,0,0
416,2,0,5,4,1,1,2,2
417,3,2,4,4,1,1,2,2
418,3,2,2,4,2,2,1,1
419,0,3,4,4,0,0,2,2
420,0,2,4,2,2,0,0,0
421,2,3,4,5,1,1,2,0
422,1,0,2,4,0,1,0,0
423,2,0,5,4,0,2,0,0
424,0,0,4,5,2,1,0,1
425,1,1,5,4,0,0,2,2
426,0,1,4,2,1,0,0,0
427,0,1,2,4,2,1,0,0
428,2,2,2,4,1,2,2,2
429,0,0,4,4,2,0,0,0
430,1,1,2,2,2,0,1,1
431,3,2,5,4,1,1,2,2
432,0,2,4,2,0,0,0,0
433,0,0,5,2,2,1,0,0
434,2,3,4,2,0,2,1,1
435,2,3,4,4,2,2,0,1
436,2,1,4,4,2,1,1,1
437,3,1,5,4,1,1,2,2
438,1,1,3,4,1,2,0,0
439,3,0,4,2,1,0,1,1
440,0,0,3,4,0,2,0,1
441,3,0,3,2,2,0,1,1
442,3,0,2,2,2,1,2,2
443,0,3,5,2,0,1,1,1
444,1,2,4,5,1,2,0,1
445,0,2,3,2,1,0,0,0
446,3,3,2,2,2,0,1,1
447,0,3,5,4,2,1,2,2
448,1,3,5,2,0,1,1,1
449,0,3,3,2,2,0,0,0
450,1,3,4,5,0,2,2,0
451,2,0,3,4,0,2,0,0
452,3,3,3,4,1,1,2,2
453,0,3,3,2,0,1,1,1
454,1,2,5,2,1,0,1,1
455,3,0,4,5,2,2,1,1
456,0,0,4,5,0,1,0,1
457,2,0,2,4,0,2,0,0
458,1,1,5,4,0,2,0,0
459,1,0,5,4,1,0,2,2
460,0,3,4,2,1,2,1,1
461,0,3,2,4,1,1,2,2
462,1,0,4,2,0,0,1,1
463,2,0,4,4,2,0,1,1
464,2,0,5,4,1,0,2,2
465,0,1,5,2,2,0,0,0
466,1,2,5,2,2,1,2,2
467,2,3,5,4,2,1,0,0
468,0,1,2,2,0,2,1,1
469,0,2,2,4,2,0,0,2
470,1,2,4,4,1,2,2,2
471,1,2,2,2,0,1,1,1
472,0,3,4,4,2,2,0,2
473,0,1,3,2,0,1,1,1
474,2,0,5,2,1,1,1,1
475,0,0,5,4,2,2,1,1
476,1,0,3,4,1,2,0,1
477,2,3,4,2,2,1,2,2
478,3,2,5,4,0,0,2,2
479,0,0,4,2,0,0,0,0
480,1,2,4,5,2,1,0,0
481,1,1,2,2,0,0,1,1
482,1,2,3,4,1,0,2,2
483,3,3,2,4,2,0,0,0
484,0,0,5,2,2,0,0,0
485,1,0,3,2,1,1,1,1
486,3,0,3,2,0,1,1,1
487,3,1,3,4,0,1,2,2
488,0,0,4,4,0,0,0,0
489,2,0,5,2,1,0,1,1
490,2,1,2,4,0,2,2,2
491,0,1,2,4,1,0,0,2
492,3,2,2,2,0,0,1,1
493,2,1,2,2,1,0,1,1
494,1,3,2,4,0,2,2,2
495,2,1,4,4,0,1,2,2
496,1,1,2,4,0,0,2,2
497,0,2,2,2,0,0,0,0
498,2,3,4,2,2,0,1,1
499,3,0,5,2,2,0,1,1
500,3,2,3,4,0,2,2,2
501,0,2,3,4,2,2,0,0
502,1,2,3,2,2,0,1,1
503,0,0,3,4,2,2,1,1
504,0,0,4,2,0,2,0,0
505,3,3,5,2,0,0,1,1
506,1,1,2,4,2,0,0,0
507,2,2,4,2,0,2,1,1
508,0,0,5,2,2,0,0,0
509,0,2,5,4,0,2,0,0
510,0,1,2,2,2,1,0,2
511,1,2,3,4,2,1,0,0
512,2,0,4,4,1,2,0,0
513,0,3,2,4,2,1,2,2
514,1,2,2,4,1,1,2,2
515,2,0,3,2,0,2,1,1
516,3,2,4,4,0,1,2,2
517,2,3,3,4,0,0,2,2
518,1,1,2,4,0,2,0,0
519,0,3,3,4,1,1,2,2
520,3,3,3,2,1,0,1,1
521,0,3,5,2,0,0,0,0
522,1,2,4,4,0,2,2,2
523,2,3,4,4,1,1,2,2
524,0,2,3,2,0,0,0,0
525,0,2,4,2,0,0,0,0
526,2,0,2,2,1,2,1,1
527,3,1,4,5,2,2,1,1
528,0,2,2,2,1,0,0,0
529,1,1,3,2,0,0,1,1
530,3,2,3,2,2,0,1,1
531,1,3,4,4,2,2,0,0
532,0,1,4,4,2,2,0,1
533,0,2,5,4,2,0,0,2
534,0,1,2,2,2,0,0,0
535,2,0,3,2,1,2,1,1
536,0,3,2,2,0,0,0,0
537,2,0,4,4,1,2,0,0
538,0,3,3,4,0,1,2,2
539,3,3,3,4,1,0,2,2
540,3,1,3,4,2,0,1,1
541,2,3,5,4,1,2,2,2
542,2,3,2,2,1,2,1,1
543,1,0,4,4,0,2,0,1
544,1,0,3,2,1,2,1,1
545,1,3,4,4,0,1,2,2
546,1,0,2,4,0,2,0,1
547,2,1,4,2,2,1,2,2
548,1,3,2,4,1,0,2,2
549,2,1,4,2,1,1,1,1
550,3,2,5,4,2,2,1,1
551,0,1,2,2,1,2,1,1
552,1,1,3,4,2,0,0,0
553,0,2,5,2,1,1,1,1
554,3,1,2,2,2,0,1,1
555,0,1,5,4,0,1,0,0
556,1,0,4,4,1,2,0,1
557,0,0,4,4,1,2,0,1
558,2,0,5,4,2,0,1,1
559,2,0,3,2,0,0,1,1
560,3,2,4,2,0,0,1,1
561,0,0,4,2,1,2,0,0
562,0,1,5,4,1,1,0,0
563,2,0,3,4,0,1,2,2
564,0,2,5,2,0,0,0,0
565,2,1,5,2,1,0,1,1
566,2,2,4,5,1,0,2,0
567,3,0,2,4,1,2,2,2
568,1,1,2,4,2,0,0,0
569,0,1,5,4,0,0,0,2
570,0,3,2,2,2,0,0,0
571,2,2,3,2,1,0,1,1
572,1,3,4,5,2,2,0,0
573,3,1,5,4,1,2,2,2
574,2,2,2,2,1,2,1,1
575,0,1,3,2,0,2,1,1
576,2,3,2,4,2,0,0,2
577,3,3,4,2,1,2,1,1
578,0,0,4,4,2,0,0,0
579,3,3,5,2,1,2,1,1
580,2,3,2,2,2,0,1,1
581,2,3,2,4,1,0,2,2
582,2,2,5,2,0,2,1,1
583,1,0,5,4,2,1,1,1
584,3,1,4,4,2,0,1,1
585,1,3,3,4,2,0,0,2
586,3,0,5,4,1,1,2,2
587,0,1,4,4,2,1,0,0
588,0,0,3,2,1,2,0,0
589,2,0,3,4,0,0,2,2
590,2,0,3,4,1,2,0,0
591,0,3,3,4,0,2,2,2
592,1,3,2,2,0,0,1,1
593,2,0,4,4,1,2,0,0
594,3,3,4,5,1,0,2,0
595,0,3,4,2,0,2,1,1
596,2,3,3,4,0,1,2,2
597,2,2,3,2,0,2,1,1
598,1,3,5,4,0,1,2,2
599,0,0,3,2,1,0,0,0
600,3,3,5,2,0,2,1,1
601,0,2,3,4,0,2,0,0
602,0,0,3,4,0,1,0,1
603,2,3,4,4,1,2,2,2
604,3,0,4,2,2,0,1,1
605,0,2,3,4,0,0,2,2
606,0,3,2,2,0,0,0,0
607,0,3,4,4,1,0,2,2
608,0,0,3,2,1,0,0,0
609,3,3,5,4,2,0,0,0
610,3,1,5,4,0,2,2,2
611,1,2,4,4,1,1,2,2
612,3,0,2,2,1,2,1,1
613,0,3,4,2,1,1,1,1
614,0,3,5,2,1,0,0,0
615,0,1,5,4,0,2,0,1
616,2,3,5,2,1,0,1,1
617,3,1,4,2,0,0,1,1
618,0,1,5,4,2,2,0,1
619,1,2,4,4,2,1,0,0
620,0,3,4,5,2,2,0,2
621,0,3,2,2,1,0,0,0
622,2,3,4,4,1,0,2,2
623,0,1,4,2,1,0,0,0
624,2,1,3,2,0,0,1,1
625,0,0,4,4,1,1,0,1
626,0,0,2,2,0,2,0,0
627,3,1,4,4,2,1,1,1
628,0,0,3,2,1,1,0,0
629,0,2,4,4,0,2,0,0
630,1,3,5,2,1,0,1,1
631,0,0,4,5,1,0,0,0
632,1,2,3,4,0,0,2,2
633,2,3,2,2,2,1,2,2
634,3,1,4,4,2,2,1,1
635,2,0,4,2,1,0,1,1
636,1,0,3,2,2,1,2,2
637,2,0,5,4,0,2,0,0
638,3,0,5,4,1,0,2,2
639,0,0,2,4,1,0,0,0
640,1,2,2,4,2,2,0,1
641,0,0,2,4,2,0,0,0
642,0,2,5,2,2,0,0,0
643,1,3,3,4,1,0,2,2
644,1,0,3,4,0,1,0,0
645,2,0,3,2,1,0,1,1
646,2,2,3,4,2,0,0,0
647,0,0,3,4,2,0,0,0
648,2,0,3,4,1,2,0,0
649,2,2,5,2,0,0,1,1
650,1,3,4,5,1,2,2,0
651,0,3,3,4,1,0,2,2
652,3,2,5,2,1,2,1,1
653,0,3,2,4,1,2,2,2
654,2,0,3,4,1,2,0,0
655,0,1,4,5,2,1,0,0
656,1,3,5,4,0,2,2,2
657,2,3,2,4,0,0,2,2
658,1,0,3,4,0,1,0,0
659,0,3,4,2,2,0,0,0
660,3,2,3,4,2,1,1,1
661,1,0,4,2,1,0,1,1
662,2,3,3,4,1,0,2,2
663,2,2,2,2,2,0,1,1
664,3,3,4,4,1,0,2,2
665,3,1,2,2,2,2,2,2
666,3,3,4,2,0,1,1,1
667,1,3,5,2,1,2,1,1
668,2,3,3,4,1,1,2,2
669,2,3,4,5,2,2,0,1
670,3,3,5,4,2,1,0,1
671,1,0,5,4,1,1,0,0
672,0,1,5,4,2,1,0,0
673,1,1,4,2,0,2,1,1
674,0,1,2,2,1,0,0,0
675,1,3,3,4,0,0,2,2
676,1,1,3,4,1,1,0,2
677,3,3,5,4,2,2,1,1
678,0,2,4,5,2,1,0,2
679,2,2,4,5,1,2,2,1
680,2,0,5,2,0,1,1,1
681,0,3,3,2,2,0,0,0
682,1,3,3,4,2,2,0,0
683,3,0,2,4,2,0,1,1
684,2,2,5,4,1,2,2,2
685,2,3,2,4,2,1,0,0
686,0,2,5,2,0,1,1,1
687,1,1,4,4,2,0,0,0
688,2,0,4,5,0,2,1,1
689,0,0,4,2,0,2,0,0
690,3,1,3,4,2,2,1,1
691,2,3,5,4,2,2,0,1
692,3,0,5,4,2,0,1,1
693,1,1,4,4,1,2,0,0
694,0,0,4,2,0,1,0,0
695,2,0,2,4,0,1,2,2
696,2,0,4,5,2,0,1,1
697,0,0,3,2,1,2,0,0
698,3,3,2,4,2,0,0,0
699,0,3,5,2,2,0,0,0
700,2,1,3,4,2,0,0,1
701,1,1,4,4,0,2,0,0
702,1,1,2,4,1,2,0,0
703,1,3,4,5,0,1,2,2
704,1,0,4,2,0,2,1,1
705,3,1,2,4,1,2,2,2
706,2,2,2,4,1,0,2,2
707,1,2,2,2,1,0,1,1
708,0,3,3,2,1,2,1,1
709,0,0,2,2,0,2,0,0
710,2,1,5,4,1,0,2,2
711,3,1,3,4,2,1,1,1
712,0,3,5,4,0,2,2,2
713,3,1,4,2,2,1,1,2
714,0,0,3,4,1,0,0,0
715,0,0,3,4,1,1,0,1
716,3,0,3,2,0,0,1,1
717,2,0,5,4,2,1,1,1
718,0,0,5,2,1,1,0,0
719,1,2,3,4,1,2,2,2
720,0,0,5,2,0,1,0,0
721,2,1,3,4,2,2,1,1
722,0,3,3,4,0,0,2,2
723,0,2,4,4,0,2,0,0
724,0,2,2,4,1,1,0,2
725,0,0,3,4,1,0,0,0
726,1,3,3,2,0,2,1,1
727,0,3,4,2,2,0,0,0
728,1,3,3,2,1,1,1,1
729,3,3,4,4,0,1,2,2
730,3,3,5,4,1,2,2,2
731,0,0,2,2,0,2,0,0
732,3,1,3,2,1,2,1,1
733,0,1,4,2,0,0,0,0
734,1,1,3,2,0,2,1,1
735,3,2,5,2,0,0,1,1
736,1,3,3,4,1,1,2,2
737,3,0,4,4,2,0,1,1
738,0,0,3,2,2,0,0,0
739,0,3,4,2,0,0,0,0
740,2,0,3,4,0,2,0,0
741,2,2,2,2,1,1,1,1
742,1,1,2,4,1,2,0,0
743,3,0,4,4,0,0,2,2
744,0,1,2,4,0,1,0,0
745,0,0,4,2,0,2,0,0
746,2,3,2,4,0,2,2,2
747,0,1,3,4,2,1,0,0
748,0,0,3,2,1,1,0,0
749,3,1,4,5,0,0,1,1
750,1,3,4,2,1,1,1,1
751,3,1,2,2,0,0,1,1
752,1,3,3,4,2,2,0,0
753,1,1,4,4,2,0,0,0
754,3,3,5,4,0,2,2,2
755,0,0,2,4,2,0,0,0
756,0,3,4,5,1,2,2,2
757,1,2,5,4,0,1,2,2
758,0,3,2,2,2,0,0,0
759,2,2,3,2,1,2,1,1
760,0,0,4,2,1,1,0,0
761,0,0,5,2,0,1,0,0
762,3,0,5,4,2,1,1,1
763,3,2,3,4,0,1,2,2
764,0,1,5,2,1,1,0,1
765,1,1,4,2,2,0,1,1
766,2,3,5,2,2,0,1,1
767,0,1,4,4,2,1,0,0
768,2,1,3,2,1,2,1,1
769,0,1,3,4,1,0,0,2
770,0,1,3,4,1,2,0,1
771,3,1,3,4,1,1,2,2
772,2,0,3,4,1,0,2,2
