,buying price,maintanence price,doors,capacity (persons),luggage boot size,estimated safety,class_pred,class
227,1.0,0.0,3.0,4.0,2.0,0.0,2,2
228,0.0,1.0,4.0,4.0,2.0,1.0,1,1
229,0.0,1.0,3.0,5.0,2.0,0.0,2,2
230,0.0,1.0,3.0,5.0,0.0,2.0,1,1
231,1.0,0.0,5.0,5.0,1.0,2.0,3,3
232,0.0,0.0,3.0,5.0,1.0,2.0,3,3
233,1.0,3.0,5.0,2.0,2.0,2.0,2,2
234,0.0,0.0,4.0,5.0,1.0,1.0,1,1
235,1.0,0.0,3.0,4.0,2.0,1.0,1,1
236,1.0,1.0,4.0,4.0,2.0,2.0,3,3
237,0.0,1.0,5.0,4.0,2.0,2.0,3,3
238,0.0,1.0,2.0,5.0,0.0,0.0,2,2
239,0.0,0.0,5.0,4.0,2.0,1.0,1,1
240,0.0,1.0,4.0,5.0,2.0,1.0,1,1
241,0.0,2.0,5.0,5.0,1.0,2.0,3,3
242,0.0,1.0,4.0,4.0,2.0,1.0,1,1
243,2.0,0.0,5.0,2.0,1.0,0.0,2,2
244,0.0,0.0,4.0,4.0,1.0,1.0,1,1
245,0.0,3.0,4.0,2.0,2.0,1.0,2,2
246,0.0,0.0,2.0,5.0,2.0,2.0,3,3
247,1.0,0.0,2.0,4.0,0.0,2.0,1,1
248,3.0,3.0,5.0,4.0,0.0,2.0,2,2
249,0.0,0.0,2.0,4.0,2.0,2.0,3,3
250,0.0,1.0,2.0,5.0,2.0,1.0,1,1
251,2.0,2.0,3.0,5.0,1.0,1.0,0,0
252,3.0,1.0,2.0,5.0,0.0,0.0,2,2
253,1.0,0.0,3.0,5.0,1.0,1.0,1,1
254,0.0,3.0,2.0,5.0,2.0,1.0,0,0
255,1.0,3.0,3.0,2.0,2.0,0.0,2,2
256,0.0,1.0,5.0,4.0,1.0,1.0,1,1
257,1.0,3.0,5.0,4.0,2.0,1.0,0,0
258,0.0,1.0,4.0,4.0,0.0,2.0,1,1
259,1.0,2.0,2.0,4.0,0.0,2.0,0,0
260,0.0,0.0,5.0,4.0,1.0,2.0,3,3
261,0.0,1.0,3.0,4.0,2.0,2.0,3,3
262,0.0,1.0,5.0,5.0,2.0,2.0,3,3
263,0.0,3.0,5.0,5.0,2.0,2.0,0,0
264,2.0,0.0,4.0,4.0,0.0,2.0,0,0
265,1.0,1.0,3.0,4.0,1.0,1.0,1,0
266,3.0,0.0,4.0,5.0,2.0,2.0,0,0
267,0.0,0.0,3.0,5.0,1.0,1.0,1,1
268,2.0,2.0,5.0,4.0,1.0,2.0,0,0
269,1.0,0.0,5.0,2.0,2.0,1.0,2,2
270,2.0,3.0,2.0,4.0,1.0,0.0,2,2
271,0.0,2.0,4.0,5.0,2.0,0.0,2,2
272,0.0,2.0,4.0,4.0,1.0,1.0,0,0
273,1.0,3.0,2.0,2.0,1.0,1.0,2,2
274,3.0,0.0,4.0,4.0,1.0,1.0,0,0
275,0.0,2.0,4.0,4.0,2.0,2.0,3,3
276,0.0,1.0,4.0,4.0,1.0,2.0,3,3
277,0.0,3.0,2.0,2.0,1.0,1.0,2,2
278,2.0,3.0,2.0,2.0,1.0,1.0,2,2
279,0.0,3.0,5.0,2.0,0.0,2.0,2,2
280,1.0,0.0,2.0,5.0,2.0,1.0,1,1
281,0.0,0.0,3.0,5.0,1.0,2.0,3,3
282,0.0,0.0,3.0,5.0,2.0,1.0,1,1
283,0.0,0.0,5.0,5.0,2.0,1.0,1,1
284,0.0,3.0,4.0,2.0,2.0,2.0,2,2
285,1.0,0.0,4.0,4.0,2.0,2.0,3,3
286,0.0,2.0,4.0,4.0,0.0,1.0,0,0
287,2.0,3.0,2.0,4.0,0.0,2.0,2,2
288,1.0,0.0,2.0,5.0,2.0,1.0,1,1
289,3.0,1.0,4.0,5.0,2.0,2.0,0,0
290,0.0,1.0,4.0,5.0,1.0,2.0,3,3
291,2.0,0.0,2.0,5.0,2.0,1.0,0,0
292,2.0,2.0,5.0,5.0,1.0,1.0,0,0
293,2.0,2.0,3.0,2.0,1.0,0.0,2,2
294,0.0,2.0,4.0,5.0,2.0,2.0,3,3
295,1.0,2.0,5.0,4.0,2.0,2.0,3,0
296,2.0,1.0,2.0,5.0,1.0,2.0,0,0
297,0.0,2.0,3.0,5.0,2.0,2.0,3,3
298,1.0,0.0,4.0,4.0,2.0,2.0,3,3
299,0.0,1.0,3.0,5.0,2.0,1.0,1,1
300,0.0,2.0,5.0,4.0,0.0,0.0,2,2
301,1.0,1.0,4.0,5.0,1.0,2.0,3,3
302,3.0,1.0,5.0,5.0,2.0,2.0,0,0
303,1.0,0.0,2.0,4.0,2.0,2.0,3,3
304,1.0,2.0,2.0,4.0,2.0,2.0,0,0
305,3.0,1.0,5.0,4.0,0.0,0.0,2,2
306,3.0,3.0,2.0,4.0,0.0,1.0,2,2
307,3.0,3.0,2.0,4.0,1.0,2.0,2,2
308,0.0,2.0,2.0,4.0,2.0,1.0,0,0
309,0.0,2.0,3.0,4.0,2.0,2.0,3,3
310,3.0,3.0,2.0,2.0,1.0,1.0,2,2
311,2.0,1.0,3.0,2.0,2.0,1.0,2,2
312,1.0,0.0,3.0,5.0,2.0,2.0,3,3
313,1.0,1.0,2.0,5.0,2.0,2.0,3,3
314,1.0,0.0,5.0,4.0,1.0,2.0,3,3
315,0.0,1.0,3.0,4.0,0.0,2.0,1,1
316,2.0,1.0,2.0,4.0,1.0,2.0,0,0
317,3.0,1.0,4.0,4.0,2.0,0.0,2,2
318,0.0,3.0,3.0,4.0,2.0,2.0,0,0
319,2.0,3.0,3.0,4.0,1.0,2.0,2,2
320,0.0,1.0,5.0,5.0,2.0,1.0,1,1
321,2.0,2.0,5.0,5.0,0.0,2.0,0,0
322,0.0,0.0,4.0,5.0,2.0,2.0,3,3
323,0.0,1.0,4.0,5.0,1.0,2.0,3,3
324,0.0,2.0,4.0,4.0,1.0,2.0,3,3
325,0.0,0.0,4.0,4.0,2.0,2.0,3,3
326,0.0,3.0,3.0,2.0,1.0,1.0,2,2
327,0.0,2.0,4.0,2.0,1.0,0.0,2,2
328,0.0,0.0,5.0,4.0,1.0,2.0,3,3
329,1.0,0.0,4.0,5.0,0.0,2.0,1,1
330,0.0,3.0,4.0,4.0,0.0,2.0,0,0
331,0.0,1.0,2.0,4.0,2.0,2.0,3,3
332,0.0,0.0,3.0,4.0,2.0,2.0,3,3
333,3.0,1.0,4.0,5.0,0.0,2.0,0,0
334,1.0,1.0,2.0,4.0,2.0,2.0,3,3
335,3.0,0.0,2.0,5.0,1.0,2.0,0,0
336,1.0,0.0,5.0,2.0,1.0,1.0,2,2
337,0.0,0.0,4.0,4.0,2.0,2.0,3,3
338,1.0,3.0,3.0,5.0,1.0,2.0,0,0
339,0.0,2.0,4.0,5.0,1.0,2.0,3,3
340,3.0,1.0,3.0,2.0,2.0,0.0,2,2
341,0.0,1.0,2.0,4.0,2.0,1.0,1,1
342,0.0,1.0,4.0,4.0,1.0,1.0,1,1
343,2.0,3.0,5.0,5.0,1.0,1.0,2,2
344,2.0,3.0,4.0,5.0,1.0,2.0,2,2
345,3.0,3.0,4.0,4.0,1.0,0.0,2,2
346,3.0,2.0,4.0,5.0,2.0,2.0,0,2
347,3.0,1.0,2.0,2.0,1.0,0.0,2,2
348,1.0,0.0,4.0,2.0,0.0,0.0,2,2
349,3.0,1.0,3.0,2.0,0.0,1.0,2,2
350,2.0,0.0,4.0,5.0,2.0,1.0,0,0
351,1.0,0.0,5.0,2.0,2.0,0.0,2,2
352,0.0,0.0,5.0,5.0,0.0,2.0,1,1
353,1.0,1.0,3.0,5.0,1.0,1.0,1,0
354,2.0,2.0,4.0,2.0,0.0,2.0,2,2
355,2.0,0.0,2.0,2.0,0.0,2.0,2,2
356,2.0,1.0,2.0,2.0,2.0,0.0,2,2
357,3.0,3.0,2.0,4.0,2.0,0.0,2,2
358,0.0,1.0,2.0,4.0,0.0,2.0,1,1
359,1.0,0.0,5.0,4.0,2.0,1.0,1,1
360,1.0,1.0,2.0,4.0,1.0,2.0,3,0
361,1.0,0.0,5.0,2.0,2.0,2.0,2,2
362,1.0,3.0,2.0,4.0,2.0,0.0,2,2
363,0.0,1.0,3.0,4.0,1.0,1.0,1,0
364,2.0,1.0,3.0,4.0,2.0,2.0,0,0
365,1.0,1.0,4.0,4.0,1.0,2.0,3,3
366,3.0,2.0,3.0,4.0,0.0,0.0,2,2
367,3.0,0.0,4.0,4.0,0.0,1.0,2,2
368,0.0,0.0,2.0,4.0,2.0,2.0,3,3
369,0.0,2.0,2.0,5.0,2.0,1.0,0,0
370,0.0,0.0,2.0,4.0,0.0,2.0,1,1
371,1.0,2.0,5.0,4.0,2.0,2.0,3,0
372,1.0,0.0,5.0,4.0,1.0,1.0,1,1
373,1.0,3.0,5.0,5.0,1.0,1.0,0,0
374,0.0,1.0,3.0,5.0,0.0,2.0,1,1
375,0.0,2.0,5.0,4.0,2.0,2.0,3,3
376,0.0,0.0,3.0,5.0,1.0,1.0,1,1
377,2.0,2.0,5.0,4.0,1.0,2.0,0,0
378,2.0,1.0,3.0,4.0,1.0,1.0,0,2
379,3.0,1.0,5.0,5.0,0.0,2.0,0,0
380,1.0,2.0,2.0,4.0,2.0,2.0,0,0
381,0.0,2.0,4.0,5.0,0.0,2.0,0,0
382,1.0,0.0,4.0,5.0,1.0,1.0,1,1
383,0.0,1.0,5.0,5.0,2.0,2.0,3,3
384,1.0,2.0,3.0,5.0,0.0,1.0,0,2
385,3.0,2.0,4.0,4.0,2.0,0.0,2,2
386,3.0,3.0,3.0,5.0,1.0,2.0,2,2
387,1.0,3.0,5.0,4.0,1.0,1.0,0,0
388,3.0,3.0,4.0,4.0,0.0,1.0,2,2
389,0.0,2.0,4.0,5.0,1.0,2.0,3,3
390,0.0,1.0,5.0,5.0,2.0,2.0,3,3
391,1.0,1.0,5.0,5.0,0.0,1.0,0,0
392,1.0,0.0,2.0,2.0,1.0,0.0,2,2
393,3.0,0.0,4.0,5.0,1.0,0.0,2,2
394,0.0,0.0,5.0,5.0,2.0,1.0,1,1
395,0.0,1.0,2.0,4.0,1.0,2.0,3,1
396,0.0,2.0,5.0,4.0,2.0,2.0,3,3
397,0.0,0.0,4.0,4.0,1.0,1.0,1,1
398,0.0,0.0,4.0,4.0,2.0,1.0,1,1
399,0.0,0.0,2.0,4.0,0.0,1.0,0,0
400,0.0,0.0,5.0,5.0,2.0,2.0,3,3
401,2.0,3.0,3.0,2.0,0.0,2.0,2,2
402,0.0,1.0,3.0,5.0,0.0,2.0,1,1
403,1.0,1.0,5.0,5.0,2.0,2.0,3,3
404,1.0,1.0,5.0,5.0,1.0,2.0,3,3
405,1.0,2.0,4.0,4.0,2.0,1.0,0,0
406,0.0,0.0,4.0,4.0,1.0,2.0,3,3
407,1.0,3.0,3.0,2.0,2.0,2.0,2,2
408,1.0,0.0,4.0,4.0,2.0,1.0,1,1
409,3.0,0.0,4.0,2.0,2.0,2.0,2,2
410,0.0,0.0,2.0,5.0,2.0,0.0,2,2
411,0.0,2.0,5.0,4.0,0.0,2.0,0,0
412,2.0,0.0,5.0,5.0,0.0,2.0,0,0
413,1.0,1.0,3.0,4.0,2.0,2.0,3,3
414,0.0,1.0,5.0,4.0,2.0,2.0,3,3
415,0.0,1.0,3.0,5.0,1.0,1.0,1,1
416,3.0,2.0,5.0,2.0,0.0,2.0,2,2
417,0.0,2.0,2.0,2.0,2.0,0.0,2,2
418,3.0,2.0,5.0,4.0,0.0,2.0,2,2
419,1.0,0.0,2.0,5.0,2.0,1.0,1,1
420,0.0,0.0,5.0,5.0,2.0,2.0,3,3
421,0.0,0.0,4.0,4.0,2.0,1.0,1,1
422,0.0,1.0,5.0,5.0,1.0,2.0,3,3
423,2.0,2.0,2.0,5.0,2.0,1.0,0,0
424,1.0,1.0,5.0,5.0,2.0,2.0,3,3
425,1.0,0.0,3.0,5.0,2.0,1.0,1,1
426,0.0,0.0,4.0,4.0,2.0,1.0,1,1
427,1.0,0.0,3.0,4.0,0.0,2.0,1,1
428,0.0,2.0,4.0,4.0,1.0,2.0,3,3
429,0.0,0.0,5.0,5.0,2.0,1.0,1,1
430,1.0,3.0,4.0,4.0,0.0,2.0,0,0
431,0.0,1.0,3.0,4.0,1.0,2.0,3,1
432,0.0,2.0,5.0,5.0,1.0,2.0,3,3
433,2.0,1.0,3.0,5.0,1.0,1.0,0,0
434,1.0,0.0,3.0,5.0,2.0,1.0,1,1
435,3.0,0.0,2.0,4.0,0.0,2.0,0,0
436,2.0,2.0,5.0,5.0,2.0,2.0,0,0
437,1.0,0.0,5.0,5.0,0.0,0.0,2,2
438,0.0,0.0,2.0,4.0,0.0,2.0,1,1
439,1.0,0.0,3.0,5.0,1.0,2.0,3,3
440,3.0,3.0,4.0,4.0,2.0,2.0,2,2
441,3.0,0.0,4.0,4.0,1.0,0.0,2,2
442,0.0,3.0,5.0,4.0,0.0,2.0,0,0
443,0.0,3.0,3.0,4.0,0.0,2.0,0,0
444,3.0,2.0,4.0,2.0,2.0,1.0,2,2
445,2.0,1.0,5.0,4.0,1.0,2.0,0,0
446,1.0,3.0,5.0,5.0,0.0,2.0,0,0
447,1.0,3.0,5.0,2.0,2.0,0.0,2,2
448,1.0,0.0,4.0,4.0,1.0,1.0,1,1
449,3.0,2.0,5.0,2.0,0.0,1.0,2,2
450,0.0,2.0,4.0,4.0,1.0,0.0,2,2
451,1.0,0.0,3.0,4.0,1.0,2.0,3,1
452,0.0,3.0,5.0,4.0,1.0,1.0,0,0
453,3.0,3.0,5.0,4.0,2.0,1.0,2,2
454,0.0,1.0,4.0,2.0,0.0,1.0,2,2
455,1.0,1.0,5.0,5.0,1.0,1.0,1,0
456,3.0,0.0,3.0,4.0,2.0,2.0,0,0
457,2.0,0.0,5.0,4.0,2.0,1.0,0,0
458,0.0,2.0,5.0,4.0,2.0,2.0,3,3
459,2.0,1.0,2.0,4.0,0.0,2.0,0,0
460,1.0,0.0,4.0,4.0,0.0,2.0,1,1
461,1.0,0.0,2.0,4.0,1.0,2.0,3,1
462,1.0,1.0,2.0,4.0,1.0,1.0,1,0
